27,-40,-10,-2,-1,1,1,16
-97,-4,-40,-8,-4,0,-3,-46
22,57,10,3,4,2,1,8
-8,-88,-6,-6,-3,-1,3,6
-23,7,-1,-1,-5,-3,-4,-16
-11,39,-24,-2,0,-1,2,18
-21,26,17,-1,-4,0,1,3
70,81,-7,2,6,-1,-1,11
21,-27,-20,3,3,0,-2,-34
125,8,36,3,-2,0,-1,16
-65,-29,-41,-7,-2,0,-2,-6
17,78,16,2,-3,1,1,8
34,-44,-2,-7,-4,-3,0,5
-28,19,7,3,3,0,-2,-3
47,-56,7,7,2,0,-1,2
-42,-6,-17,-4,0,-1,0,2
-83,30,-4,-4,-1,0,-1,3
-2,-49,1,-4,-2,-3,-3,-12
-41,-41,15,0,0,-1,2,5
18,-6,14,2,-1,0,-1,-13
92,113,15,9,-3,2,3,13
40,-111,-2,-13,-3,-4,-5,0
-73,27,-33,0,2,0,0,-6
66,19,4,1,0,-1,-2,7
-50,-48,-18,-2,0,1,-1,-17
-17,22,-15,3,0,1,0,-3
-2,-51,-4,2,1,1,2,8
65,-46,-86,-14,-5,-2,0,-13
-37,-8,94,20,5,0,-3,5
13,0,15,-3,-3,-1,-1,7
26,31,2,-2,-1,1,0,6
-59,0,-28,-6,-2,0,0,-9
7,20,-27,1,1,-1,1,5
51,-8,-4,1,2,0,0,16
-41,-8,11,2,4,0,-2,-10
3,-6,0,-1,6,-2,0,11
5,13,-2,-5,-4,-2,0,0
-5,-10,-18,-5,-3,-1,0,4
-14,-36,28,7,1,2,5,7
0,57,16,-4,-7,-6,-9,-21
46,85,-21,-2,3,1,2,16
58,-60,-28,-8,-3,-4,-7,-26
61,107,-67,-14,-5,-3,-2,9
-68,9,115,21,6,2,0,-11
8,115,19,-3,-5,-2,2,18
-57,-69,42,13,3,-1,-3,-13
37,56,-20,-8,-4,-2,-3,-10
79,-21,-6,1,2,2,-1,10
4,45,-32,-12,-5,-2,-1,-9
17,5,27,6,4,1,2,-1
-10,-52,20,2,0,-2,-3,-2
-96,-8,-2,6,2,3,7,11
6,15,-26,-5,-4,-4,-7,-19
-29,-44,-16,-5,-2,1,0,-2
-101,-28,10,-2,-2,-1,-2,-11
22,15,-33,-5,-4,-1,1,12
-25,-12,25,0,-1,-4,-7,-30
-78,-6,-3,-2,-1,0,2,7
48,0,-10,-3,-1,-2,1,19
-16,-20,-31,-9,-3,1,3,16
-18,-4,-34,-6,0,-1,-5,-16
16,88,-8,-2,0,-1,1,2
21,-57,-14,0,0,-1,-2,-2
-8,54,69,12,2,-3,-2,5
-62,-61,-4,6,4,3,4,-5
22,65,-42,-6,-5,-2,-1,9
24,-21,-32,-3,5,2,-1,-5
-41,-42,-9,13,5,1,-2,-8
25,-80,8,-1,-3,1,2,6
51,38,6,-2,-2,-1,0,-9
-12,-13,-5,-6,-7,-2,-3,-8
79,86,1,-3,-2,0,-1,0
105,-55,-80,-10,-1,-3,1,23
-74,-1,81,8,4,3,1,-12
10,48,13,0,-2,-4,0,16
63,8,-2,-5,-2,-2,-4,-11
17,78,23,-6,-4,-1,-1,8
27,-35,-40,0,1,0,3,7
-24,-36,9,5,-3,0,-1,-1
6,11,4,-1,3,1,-1,0
19,8,7,-2,-2,0,1,15
26,-37,-33,-6,-4,-1,-1,2
28,-14,42,-3,-2,-2,-2,-3
-9,-16,-28,-9,-8,-5,-7,-28
53,-38,-9,7,2,-1,0,4
7,24,34,2,0,-2,-1,-6
-33,-22,-19,4,2,3,4,-5
-15,0,-26,-10,-6,-5,0,-1
23,68,68,7,2,0,-4,-7
19,-13,-11,0,1,-1,-3,11
-49,-6,-32,-10,-5,-2,-2,-3
17,-71,-3,2,3,0,2,20
-73,-26,23,9,3,0,-3,-31
22,62,-14,-3,-1,-1,-1,17
-20,-83,-21,-3,-4,-2,-1,-8
-42,35,5,-8,-7,-3,-4,-8
14,-54,61,15,2,0,2,-11
-91,-3,-12,1,-2,0,-2,-2
80,-36,8,-8,0,-1,-4,-1
-29,49,-1,4,3,2,0,-10
