0.0836027,0.250267,0.155349,0.1991,0.224572,0.452677,0.538149,0.530528
0.109685,0.178471,0.181958,0.202853,0.28847,0.524392,0.530405,0.48561
0.078523,0.134287,0.106641,0.202449,0.273354,0.504134,0.44233,0.300792
0.0789857,0.120943,0.107029,0.224195,0.23808,0.502035,0.458531,0.279363
0.103016,0.113376,0.0893613,0.126158,0.278949,0.419672,0.35506,0.325046
0.0818764,0.110497,0.112059,0.124625,0.224324,0.477194,0.273293,0.213856
0.0910811,0.0938426,0.0650987,0.107239,0.156822,0.2418,0.214974,0.218949
0.0724902,0.0657795,0.0669418,0.103375,0.190399,0.267585,0.206385,0.182569
0.0601969,0.0692549,0.0964844,0.0826179,0.187755,0.254629,0.152292,0.135004
0.0263591,0.0553998,0.064931,0.0579674,0.165619,0.160469,0.130974,0.105886
0.0348211,0.0650989,0.0613245,0.0656233,0.126151,0.142167,0.141215,0.121599
0.0430981,0.043989,0.0683086,0.0469716,0.116444,0.130441,0.102878,0.0894708
0.0256103,0.0560415,0.0317648,0.0635776,0.122465,0.118853,0.0741436,0.0948275
0.0234054,0.0443796,0.036846,0.0503017,0.0896305,0.0620845,0.0818031,0.0672655
0.0317056,0.0382738,0.047629,0.0782372,0.0745359,0.0909586,0.0581549,0.0555902
0.0296425,0.0399272,0.0434726,0.0598668,0.0724126,0.0543601,0.0831311,0.0502456
0.0440671,0.0489608,0.0260281,0.068647,0.0764922,0.0796991,0.0557014,0.0537571
0.0612447,0.0579912,0.024528,0.0637139,0.0610712,0.0734572,0.0906626,0.0661342
0.0367048,0.0469015,0.0234259,0.0524127,0.0687668,0.0869462,0.0935678,0.0505914
0.0516677,0.0446478,0.026598,0.0338508,0.0670183,0.0579754,0.0787725,0.0416331
0.0521485,0.0768818,0.0212126,0.06058,0.0888178,0.0454203,0.0630643,0.0287404
0.0673594,0.0518011,0.0197672,0.0575684,0.0674675,0.0965699,0.0267606,0.0319238
0.0372714,0.0579879,0.0200182,0.0957465,0.100692,0.0498681,0.0628926,0.045246
0.0363954,0.0848494,0.0174579,0.0636547,0.0807062,0.0566991,0.0310712,0.0676818
0.0570943,0.0720121,0.035004,0.0900243,0.0857708,0.0459827,0.0251968,0.0643068
0.0532092,0.0555915,0.0190642,0.0487833,0.120058,0.0629507,0.0440519,0.0908496
0.0719521,0.0460089,0.0208804,0.0443856,0.0810064,0.0763843,0.0747683,0.0805194
0.0337585,0.0373376,0.0209749,0.0548146,0.0871018,0.0351491,0.0372348,0.0640676
0.0527768,0.0174575,0.014699,0.0551951,0.0616807,0.0446498,0.0398166,0.0799676
0.0308739,0.0150996,0.0109817,0.039524,0.113571,0.0402733,0.0551517,0.0550795
0.0373241,0.0129988,0.0185013,0.0322002,0.0982392,0.0506954,0.0514658,0.0364753
0.0476889,0.0226811,0.0154314,0.0366106,0.167748,0.046475,0.0364917,0.0419206
0.0336874,0.021379,0.0231887,0.029709,0.159786,0.0493632,0.0427481,0.0700261
0.0386781,0.0337335,0.0108953,0.0466687,0.1312,0.0473326,0.0449772,0.070064
0.0567749,0.0251852,0.0129517,0.0343473,0.158149,0.0535377,0.0443915,0.0664278
0.0368854,0.0284426,0.00465942,0.0334607,0.183125,0.0380376,0.0475337,0.0889046
0.0251744,0.0302443,0.0182885,0.0243351,0.146819,0.0423774,0.0409897,0.103912
0.024903,0.0193617,0.0166411,0.044188,0.111394,0.0333643,0.03913,0.0732995
0.0261221,0.0308836,0.010987,0.0240628,0.111499,0.0211825,0.0392282,0.067371
0.0343812,0.0175959,0.0112523,0.0464326,0.0781046,0.0285709,0.0467159,0.0477325
0.0389699,0.00825106,0.0110043,0.0361799,0.0881022,0.0244311,0.0367508,0.0652878
0.027377,0.019729,0.0200296,0.034418,0.0564567,0.0344904,0.0375138,0.0480373
0.0288816,0.0241036,0.02979,0.0424826,0.0643877,0.0267806,0.0519138,0.0359892
0.0305418,0.0197097,0.0282127,0.0441912,0.0782506,0.0412241,0.0388005,0.0523511
0.0339509,0.0300179,0.0253746,0.0390068,0.0768328,0.0686032,0.0657032,0.101714
0.049634,0.0377252,0.0293032,0.0405029,0.0722755,0.0802937,0.0652205,0.0835104
0.0405916,0.0395946,0.0311048,0.0471669,0.0662728,0.0715747,0.0820684,0.0767
0.0461682,0.0396339,0.0305924,0.0285251,0.0645587,0.0542415,0.0575895,0.0866488
0.0554154,0.0455929,0.0298467,0.0442693,0.0441805,0.0456804,0.0521379,0.0625646
0.054915,0.04749,0.0270675,0.0417173,0.0657127,0.0609346,0.0371058,0.0820156
0.0685106,0.0215586,0.00952307,0.0298773,0.0519939,0.0997694,0.0469813,0.0927684
0.0603748,0.020295,0.0101233,0.025719,0.0622222,0.0728906,0.0695382,0.0718961
0.0627764,0.0236847,0.0107878,0.0209759,0.0986988,0.0786016,0.0800789,0.0935796
0.0776563,0.0562467,0.0208299,0.0478654,0.118022,0.0758487,0.132683,0.117822
0.101889,0.0621983,0.0273685,0.0302162,0.136779,0.0871497,0.140621,0.203026
0.116934,0.0647699,0.0226318,0.0569967,0.319502,0.228072,0.1719,0.206597
0.132023,0.0735447,0.0206163,0.0488159,0.324253,0.28364,0.133603,0.369331
0.114588,0.0848764,0.0211507,0.0625226,0.238595,0.323236,0.118201,0.334278
0.127176,0.0646975,0.0252758,0.0432198,0.284913,0.322535,0.143937,0.293944
0.118971,0.0931702,0.017275,0.0532095,0.297488,0.405375,0.110482,0.271294
0.135206,0.0781326,0.0252905,0.021604,0.156909,0.187264,0.143365,0.347622
0.21817,0.0991515,0.0367678,0.0743522,0.160035,0.192216,0.164994,0.470298
0.130127,0.10095,0.0354139,0.0515125,0.241205,0.272838,0.20572,0.61965
0.190376,0.107477,0.0231748,0.0635477,0.213457,0.338709,0.273769,0.632732
0.214625,0.148267,0.0253645,0.0686891,0.227061,0.472038,0.286556,0.629626
0.210625,0.11819,0.0348412,0.0926133,0.290333,0.433945,0.326992,0.796693
0.210312,0.0706972,0.0272478,0.064452,0.346024,0.479427,0.461686,0.709177
0.207686,0.11811,0.0300676,0.0461151,0.265799,0.488969,0.399538,0.57817
0.151267,0.0527001,0.02921,0.0676127,0.221085,0.598219,0.352506,0.555088
0.130783,0.119764,0.0415109,0.116678,0.306158,0.437641,0.332332,0.641296
0.183762,0.082576,0.0486328,0.135187,0.34515,0.509822,0.378458,0.519009
0.26629,0.129085,0.0557531,0.0945574,0.285366,0.526851,0.447583,0.649952
0.278746,0.0753935,0.0486737,0.112682,0.280041,0.439956,0.385059,0.561567
0.323628,0.148964,0.067881,0.166255,0.385803,0.519542,0.421687,0.76098
0.368992,0.155616,0.0605111,0.10261,0.343204,0.450919,0.505742,0.7864
0.363081,0.239106,0.0597365,0.131,0.348739,0.372892,0.491868,0.753681
0.269237,0.241903,0.0718236,0.101546,0.280412,0.417091,0.537807,0.808335
0.217972,0.265528,0.0816109,0.114169,0.367782,0.3929,0.490858,0.810464
0.217757,0.270851,0.0832205,0.0957509,0.260578,0.279438,0.545547,0.717895
0.243004,0.203477,0.0745589,0.0924925,0.187177,0.320018,0.445992,0.745452
0.272374,0.214762,0.0715569,0.0878668,0.167194,0.22297,0.308809,0.643193
0.233211,0.149374,0.097344,0.108846,0.13667,0.301052,0.384015,0.764458
0.227415,0.154087,0.061116,0.0895123,0.235425,0.346327,0.365677,0.716933
0.191018,0.122297,0.101913,0.0949259,0.124212,0.43641,0.342612,0.679896
0.204468,0.117715,0.105193,0.0746103,0.162368,0.542979,0.320829,0.600893
0.186794,0.0937954,0.0848527,0.116366,0.170626,0.508985,0.400699,0.493677
0.196164,0.10942,0.129886,0.119931,0.223358,0.379166,0.23876,0.643913
0.209194,0.131015,0.132574,0.136344,0.3418,0.418937,0.291412,0.485797
0.187956,0.155998,0.138312,0.207503,0.364422,0.399112,0.256833,0.599358
0.199578,0.221831,0.109061,0.18698,0.338323,0.470128,0.321513,0.46719
0.211314,0.229684,0.15853,0.234535,0.455093,0.374457,0.332112,0.56341
0.16624,0.245898,0.166444,0.184269,0.431217,0.425442,0.44092,0.446083
0.192515,0.235839,0.159565,0.258927,0.403055,0.436719,0.332421,0.418939
0.122738,0.127565,0.197575,0.240814,0.414212,0.443073,0.227895,0.320412
0.086406,0.133299,0.159518,0.222541,0.224547,0.455997,0.250642,0.312888
0.101155,0.106794,0.125212,0.268184,0.28533,0.334158,0.122372,0.33695
0.0618691,0.103666,0.188148,0.440373,0.20282,0.271032,0.127905,0.411633
0.104117,0.149068,0.210239,0.255265,0.295566,0.321646,0.140454,0.495592
